geometry,Crime Type:,Occurrence Date/Time:,Location:,City:,Neighbourhood:,Prevention Tips:,Victim's Guide:
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-14T14:06:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-14T17:01:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-15T02:00:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-15T04:33:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-16T00:00:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492774.6613, Y: 5450882.6093, Z: NaN",Other Theft,2026-04-16T00:40:00.0000000,3XX SE MARINE DR,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492936.7648, Y: 5456669.2373, Z: NaN",Other Theft,2026-04-02T21:27:00.0000000,3XX E BROADWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492936.7648, Y: 5456669.2373, Z: NaN",Other Theft,2026-04-03T19:17:00.0000000,3XX E BROADWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492936.7648, Y: 5456669.2373, Z: NaN",Other Theft,2026-04-07T17:03:00.0000000,3XX E BROADWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492936.7648, Y: 5456669.2373, Z: NaN",Other Theft,2026-04-07T18:10:00.0000000,3XX E BROADWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492936.7648, Y: 5456669.2373, Z: NaN",Other Theft,2026-04-08T17:12:00.0000000,3XX E BROADWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492936.7648, Y: 5456669.2373, Z: NaN",Other Theft,2026-04-10T17:00:00.0000000,3XX E BROADWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492936.7648, Y: 5456669.2373, Z: NaN",Other Theft,2026-04-10T21:00:00.0000000,3XX E BROADWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492936.7648, Y: 5456669.2373, Z: NaN",Other Theft,2026-04-11T01:20:00.0000000,3XX E BROADWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492913.4959, Y: 5458841.974, Z: NaN",Other Theft,2026-04-12T19:15:00.0000000,3XX E CORDOVA ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492988.0398, Y: 5458839.5038, Z: NaN",Other Theft,2026-04-12T10:13:00.0000000,3XX E CORDOVA ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492944.4406, Y: 5458727.7819, Z: NaN",Other Theft,2026-04-05T18:54:00.0000000,3XX E HASTINGS ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492997.5533, Y: 5458518.0425, Z: NaN",Other Theft,2026-04-09T12:08:00.0000000,3XX KEEFER ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492941.8386, Y: 5458932.3179, Z: NaN",Other Theft,2026-04-11T01:04:00.0000000,3XX POWELL ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493025.2831, Y: 5458938.8933, Z: NaN",Other Theft,2026-04-10T20:34:00.0000000,3XX POWELL ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 486521.2881, Y: 5454911.5096, Z: NaN",Other Theft,2026-04-07T19:53:00.0000000,44XX DUNBAR ST,VAN,Dunbar-Southlands,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 498077.3464, Y: 5453622.1354, Z: NaN",Other Theft,2026-04-07T15:36:00.0000000,53XX OBEN ST,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491528.032, Y: 5453574.1706, Z: NaN",Other Theft,2026-04-03T05:37:00.0000000,55XX CAMBIE ST,VAN,South Cambie,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491528.032, Y: 5453574.1706, Z: NaN",Other Theft,2026-04-11T02:20:00.0000000,55XX CAMBIE ST,VAN,South Cambie,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493002.8153, Y: 5457121.6716, Z: NaN",Other Theft,2026-04-09T22:39:00.0000000,4XX GREAT NORTHERN WAY,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491623.4489, Y: 5459234.2043, Z: NaN",Other Theft,2026-04-10T03:20:00.0000000,4XX HOWE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495228.072, Y: 5453413.3296, Z: NaN",Other Theft,2026-04-12T23:27:00.0000000,56XX VICTORIA DR,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491621.2791, Y: 5456819.6521, Z: NaN",Other Theft,2026-04-08T03:58:00.0000000,5XX W 8TH AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493388.503, Y: 5452491.2582, Z: NaN",Other Theft,2026-04-06T21:22:00.0000000,65XX FRASER ST,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491991.7148, Y: 5458517.977, Z: NaN",Other Theft,2026-04-05T15:31:00.0000000,6XX CITADEL PRDE,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491295.2384, Y: 5458744.7745, Z: NaN",Other Theft,2026-04-02T23:10:00.0000000,7XX GRANVILLE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491295.2384, Y: 5458744.7745, Z: NaN",Other Theft,2026-04-07T21:28:00.0000000,7XX GRANVILLE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490783.7353, Y: 5458304.9989, Z: NaN",Other Theft,2026-04-08T03:25:00.0000000,7XX DAVIE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490783.7353, Y: 5458304.9989, Z: NaN",Other Theft,2026-04-08T18:13:00.0000000,7XX DAVIE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490816.8409, Y: 5458272.1439, Z: NaN",Other Theft,2026-04-02T09:48:00.0000000,7XX DAVIE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491275.7458, Y: 5458745.3365, Z: NaN",Other Theft,2026-04-05T03:28:00.0000000,7XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491275.7458, Y: 5458745.3365, Z: NaN",Other Theft,2026-04-08T01:25:00.0000000,7XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491275.7458, Y: 5458745.3365, Z: NaN",Other Theft,2026-04-09T03:12:00.0000000,7XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491275.7458, Y: 5458745.3365, Z: NaN",Other Theft,2026-04-10T02:22:00.0000000,7XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491231.2574, Y: 5457003.7846, Z: NaN",Other Theft,2026-04-05T14:45:00.0000000,7XX W 6 AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491402.7991, Y: 5458863.8718, Z: NaN",Other Theft,2026-04-04T01:47:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491402.7991, Y: 5458863.8718, Z: NaN",Other Theft,2026-04-04T17:00:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491402.7991, Y: 5458863.8718, Z: NaN",Other Theft,2026-04-05T00:17:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491402.7991, Y: 5458863.8718, Z: NaN",Other Theft,2026-04-14T19:47:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490078.8345, Y: 5450596.3064, Z: NaN",Other Theft,2026-04-04T01:27:00.0000000,86XX MONTCALM ST,VAN,Marpole,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 489764.0154, Y: 5450466.671, Z: NaN",Other Theft,2026-04-11T05:37:00.0000000,87XX GRANVILLE ST,VAN,Marpole,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492228.2756, Y: 5450915.4045, Z: NaN",Other Theft,2026-04-09T21:40:00.0000000,81XX ONTARIO ST,VAN,Marpole,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492228.4162, Y: 5450919.3917, Z: NaN",Other Theft,2026-04-07T02:56:00.0000000,81XX ONTARIO ST,VAN,Marpole,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491568.4396, Y: 5459176.2498, Z: NaN",Other Theft,2026-04-07T00:04:00.0000000,8XX W PENDER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492514.7709, Y: 5457498.8481, Z: NaN",Other Theft,2026-04-15T17:32:00.0000000,9X E 1ST AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490329.6052, Y: 5459238.694, Z: NaN",Other Theft,2026-04-06T00:01:00.0000000,9XX BROUGHTON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490888.5062, Y: 5458783.6333, Z: NaN",Other Theft,2026-04-13T03:25:00.0000000,9XX BURRARD ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493902.9132, Y: 5457453.3292, Z: NaN",Other Theft,2026-04-03T23:34:00.0000000,9XX TERMINAL AVE,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493902.9132, Y: 5457453.3292, Z: NaN",Other Theft,2026-04-07T01:32:00.0000000,9XX TERMINAL AVE,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493902.9132, Y: 5457453.3292, Z: NaN",Other Theft,2026-04-08T13:51:00.0000000,9XX TERMINAL AVE,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493902.9132, Y: 5457453.3292, Z: NaN",Other Theft,2026-04-08T16:26:00.0000000,9XX TERMINAL AVE,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493902.9132, Y: 5457453.3292, Z: NaN",Other Theft,2026-04-08T20:12:00.0000000,9XX TERMINAL AVE,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493902.9132, Y: 5457453.3292, Z: NaN",Other Theft,2026-04-09T22:42:00.0000000,9XX TERMINAL AVE,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493902.9132, Y: 5457453.3292, Z: NaN",Other Theft,2026-04-14T17:55:00.0000000,9XX TERMINAL AVE,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493902.9132, Y: 5457453.3292, Z: NaN",Other Theft,2026-04-15T22:06:00.0000000,9XX TERMINAL AVE,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493902.9132, Y: 5457453.3292, Z: NaN",Other Theft,2026-04-15T22:24:00.0000000,9XX TERMINAL AVE,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490680.2603, Y: 5458413.5032, Z: NaN",Other Theft,2026-04-08T17:30:00.0000000,DAVIE ST / HORNBY ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490456.6509, Y: 5458633.7717, Z: NaN",Other Theft,2026-04-06T06:46:00.0000000,DAVIE ST / THURLOW ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492643.1159, Y: 5456287.4457, Z: NaN",Other Theft,2026-04-12T02:08:00.0000000,E 13TH AVE / MAIN ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 494052.6563, Y: 5455848.6432, Z: NaN",Other Theft,2026-04-08T18:58:00.0000000,E 17TH AVE / GLEN DR,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493453.4843, Y: 5455665.7575, Z: NaN",Other Theft,2026-04-08T23:10:00.0000000,E 19TH AVE / FRASER ST,VAN,Riley Park,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491087.3936, Y: 5458931.2578, Z: NaN",Other Theft,2026-04-07T22:35:00.0000000,9XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491087.3936, Y: 5458931.2578, Z: NaN",Other Theft,2026-04-08T02:45:00.0000000,9XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491087.3936, Y: 5458931.2578, Z: NaN",Other Theft,2026-04-09T02:17:00.0000000,9XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491087.3936, Y: 5458931.2578, Z: NaN",Other Theft,2026-04-13T20:59:00.0000000,9XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491087.3936, Y: 5458931.2578, Z: NaN",Other Theft,2026-04-15T01:28:00.0000000,9XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491087.3936, Y: 5458931.2578, Z: NaN",Other Theft,2026-04-15T22:30:00.0000000,9XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492749.7912, Y: 5458737.3828, Z: NaN",Other Theft,2026-04-08T18:01:00.0000000,E HASTINGS ST / MAIN ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490776.4206, Y: 5456634.0605, Z: NaN",Theft from Vehicle,2026-04-05T15:00:00.0000000,10XX W 10TH AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 490671.1955, Y: 5456544.2344, Z: NaN",Theft from Vehicle,2026-04-12T03:00:00.0000000,10XX W 11TH AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491077.1827, Y: 5458013.2018, Z: NaN",Theft from Vehicle,2026-04-03T05:00:00.0000000,12XX HAMILTON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 490872.0426, Y: 5459156.3898, Z: NaN",Theft from Vehicle,2026-04-08T20:52:00.0000000,11XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 490872.0426, Y: 5459156.3898, Z: NaN",Theft from Vehicle,2026-04-09T00:45:00.0000000,11XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 490722.1954, Y: 5459451.3333, Z: NaN",Theft from Vehicle,2026-04-03T20:00:00.0000000,13XX ALBERNI ST,VAN,West End,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492569.3686, Y: 5458843.9296, Z: NaN",Theft from Vehicle,2026-04-15T05:30:00.0000000,1XX E CORDOVA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492565.8345, Y: 5458632.4699, Z: NaN",Theft from Vehicle,2026-04-12T11:00:00.0000000,1XX E PENDER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 494948.1589, Y: 5458208.8285, Z: NaN",Theft from Vehicle,2026-04-10T22:30:00.0000000,17XX VENABLES ST,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492583.3134, Y: 5458508.042, Z: NaN",Theft from Vehicle,2026-04-15T02:00:00.0000000,1XX KEEFER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492710.4372, Y: 5458526.6515, Z: NaN",Theft from Vehicle,2026-04-10T03:54:00.0000000,1XX KEEFER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492768.9288, Y: 5459042.1015, Z: NaN",Theft from Vehicle,2026-04-13T13:52:00.0000000,1XX MAIN ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492547.1144, Y: 5453296.9563, Z: NaN",Theft from Vehicle,2026-04-09T09:00:00.0000000,1XX ONTARIO PL,VAN,Sunset,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 495873.084, Y: 5454515.5871, Z: NaN",Theft from Vehicle,2026-04-07T02:25:00.0000000,24XX ST LAWRENCE ST,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 495900.1844, Y: 5454497.8806, Z: NaN",Theft from Vehicle,2026-04-04T10:44:00.0000000,24XX ST LAWRENCE ST,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 488353.7332, Y: 5457100.7027, Z: NaN",Theft from Vehicle,2026-04-05T07:00:00.0000000,24XX W 6TH AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 496015.1476, Y: 5454169.0293, Z: NaN",Theft from Vehicle,2026-04-09T02:05:00.0000000,25XX KINGSWAY AVE,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 494646.1996, Y: 5456618.9294, Z: NaN",Theft from Vehicle,2026-04-02T22:43:00.0000000,25XX WOODLAND DR,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 496009.4564, Y: 5452128.294, Z: NaN",Theft from Vehicle,2026-04-16T07:34:00.0000000,26XX E 52ND AVE,VAN,Victoria-Fraserview,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 496361.8287, Y: 5458708.4277, Z: NaN",Theft from Vehicle,2026-04-09T13:20:00.0000000,26XX E HASTINGS ST,VAN,Hastings-Sunrise,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 497946.1175, Y: 5458475.3182, Z: NaN",Theft from Vehicle,2026-04-09T01:30:00.0000000,35XX TURNER ST,VAN,Hastings-Sunrise,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 495875.6316, Y: 5455270.9748, Z: NaN",Theft from Vehicle,2026-04-07T09:22:00.0000000,38XX NANAIMO ST,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491759.3721, Y: 5459080.529, Z: NaN",Theft from Vehicle,2026-04-10T13:50:00.0000000,4XX SEYMOUR ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491509.2162, Y: 5450861.6428, Z: NaN",Theft from Vehicle,2026-04-03T05:00:00.0000000,4XX SW MARINE DR,VAN,Marpole,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491535.9765, Y: 5450849.8365, Z: NaN",Theft from Vehicle,2026-04-09T00:30:00.0000000,4XX SW MARINE DR,VAN,Marpole,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491547.2065, Y: 5450856.5998, Z: NaN",Theft from Vehicle,2026-04-11T20:04:00.0000000,4XX SW MARINE DR,VAN,Marpole,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 493055.4291, Y: 5458314.8485, Z: NaN",Theft from Vehicle,2026-04-12T03:36:00.0000000,4XX UNION ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491964.6524, Y: 5459073.8979, Z: NaN",Theft from Vehicle,2026-04-08T21:55:00.0000000,4XX W CORDOVA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 497008.6695, Y: 5454136.4852, Z: NaN",Theft from Vehicle,2026-04-13T07:10:00.0000000,49XX MANOR ST,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 496056.9564, Y: 5453842.302, Z: NaN",Theft from Vehicle,2026-04-04T00:00:00.0000000,52XX SLOCAN ST,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 496337.1754, Y: 5453765.214, Z: NaN",Theft from Vehicle,2026-04-10T04:00:00.0000000,53XX RHODES ST,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 495915.4158, Y: 5452645.4096, Z: NaN",Theft from Vehicle,2026-04-13T05:25:00.0000000,63XX CLARENDON ST,VAN,Victoria-Fraserview,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 492080.5773, Y: 5458435.4767, Z: NaN",Theft from Vehicle,2026-04-05T01:00:00.0000000,6XX EXPO BLVD,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491438.5449, Y: 5459033.3305, Z: NaN",Theft from Vehicle,2026-04-12T21:10:00.0000000,6XX HOWE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491418.2279, Y: 5457145.3014, Z: NaN",Theft from Vehicle,2026-04-08T23:00:00.0000000,6XX MOBERLY RD,VAN,Fairview,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 494162.8873, Y: 5453803.516, Z: NaN",Theft from Vehicle,2026-04-04T05:00:00.0000000,52XX INVERNESS ST,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491524.8995, Y: 5458410.9269, Z: NaN",Theft from Vehicle,2026-04-05T17:25:00.0000000,8XX HAMILTON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 490858.6871, Y: 5458459.8961, Z: NaN",Theft from Vehicle,2026-04-03T05:00:00.0000000,8XX HELMCKEN ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491409.222, Y: 5458870.3802, Z: NaN",Theft from Vehicle,2026-04-12T19:00:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491607.7847, Y: 5459138.4593, Z: NaN",Theft from Vehicle,2026-04-03T21:30:00.0000000,7XX W PENDER ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 490973.0552, Y: 5458579.0204, Z: NaN",Theft from Vehicle,2026-04-03T07:00:00.0000000,8XX NELSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491424.4819, Y: 5458592.5576, Z: NaN",Theft from Vehicle,2026-04-12T04:58:00.0000000,8XX RICHARDS ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 491424.4819, Y: 5458592.5576, Z: NaN",Theft from Vehicle,2026-04-13T05:00:00.0000000,8XX RICHARDS ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
